ID,Type,Name,Value,Priority
1764,L,Device_1764,189.54,1
1765,L,Device_1765,238.19,1
1766,L,Device_1766,256.38,1
1767,L,Device_1767,234.31,3
1768,L,Device_1768,249.74,2
1769,L,Device_1769,178.53,3
1770,L,Device_1770,205.77,2
1771,L,Device_1771,135.41,1
1772,L,Device_1772,145.78,2
1773,L,Device_1773,200.11,3
1774,L,Device_1774,212.56,1
1775,L,Device_1775,212.9,3
1776,L,Device_1776,190.17,3
1777,L,Device_1777,254.77,1
1778,L,Device_1778,211.25,3
1779,L,Device_1779,214.15,1
1780,L,Device_1780,138.97,2
1781,L,Device_1781,102.91,1
1782,L,Device_1782,274.03,2
1783,L,Device_1783,159.16,3
1784,L,Device_1784,171.43,1
1785,S,Device_1785,1212.8,0
1786,L,Device_1786,315.48,1
1787,L,Device_1787,251.7,1
1788,L,Device_1788,233.8,1
1789,L,Device_1789,202.59,1
1790,L,Device_1790,262.02,1
1791,L,Device_1791,251.89,1
1792,L,Device_1792,252.9,1
1793,L,Device_1793,209.87,3
1794,L,Device_1794,132.14,1
1795,L,Device_1795,247.06,1
1796,L,Device_1796,152.33,1
1797,L,Device_1797,121.62,3
1798,L,Device_1798,243.01,1
1799,L,Device_1799,183.26,3
1800,L,Device_1800,207.87,2
1801,L,Device_1801,195.39,3
1802,L,Device_1802,207.6,1
1803,L,Device_1803,119.03,1
1804,,Device_1804,100,3
1805,L,Device_1805,196.92,3
1806,L,Device_1806,242.17,2
1807,L,Device_1807,239.32,3
1808,L,Device_1808,208.27,3
1809,L,Device_1809,166.01,1
1810,L,Device_1810,302.35,1
1811,L,Device_1811,294.0,2
1812,L,Device_1812,191.15,1
1813,L,Device_1813,213.98,1
1814,L,Device_1814,134.81,2
1815,L,Device_1815,169.78,1
1816,L,Device_1816,125.09,3
1817,L,Device_1817,96.92,3
1818,L,Device_1818,121.48,3
1819,L,Device_1819,274.45,1
1820,L,Device_1820,308.49,1
1821,L,Device_1821,254.71,3
1822,L,Device_1822,237.13,3
1823,L,Device_1823,155.4,3
1824,L,Device_1824,221.77,2
1825,L,Device_1825,235.19,1
1826,L,Device_1826,241.03,1
1827,L,Device_1827,188.11,1
1828,L,Device_1828,148.13,1
1829,L,Device_1829,135.35,3
1830,L,Device_1830,214.42,1
1831,L,Device_1831,202.95,3
1832,L,Device_1832,153.75,2
1833,L,Device_1833,196.04,1
1834,L,Device_1834,259.82,3
1835,L,Device_1835,175.31,3
1836,L,Device_1836,236.12,3
1837,L,Device_1837,129.62,1
1838,L,Device_1838,204.55,3
1839,L,Device_1839,172.14,3
1840,L,Device_1840,260.47,1
1841,L,Device_1841,211.96,1
1842,L,Device_1842,135.11,1
1843,L,Device_1843,238.65,1
1844,L,Device_1844,208.81,1
1845,L,Device_1845,265.37,2
1846,S,Device_1846,1411.57,0
1847,L,Device_1847,276.87,1
1848,L,Device_1848,264.91,3
1849,L,Device_1849,247.01,3
1850,L,Device_1850,190.2,3
1851,L,Device_1851,92.09,1
1852,L,Device_1852,181.19,1
1853,L,Device_1853,225.82,1
1854,L,Device_1854,141.32,2
1855,L,Device_1855,184.98,1
1856,L,Device_1856,258.9,1
1857,L,Device_1857,242.59,1
1858,L,Device_1858,229.06,1
1859,L,Device_1859,184.19,3
1860,L,Device_1860,196.81,2
1861,S,Device_1861,1108.33,0
1862,L,Device_1862,181.66,1
1863,L,Device_1863,218.95,3
1864,L,Device_1864,213.48,2
1865,L,Device_1865,171.61,1
1866,L,Device_1866,231.0,1
1867,L,Device_1867,173.49,3
1868,L,Device_1868,171.48,3
1869,L,Device_1869,215.95,3
1870,L,Device_1870,130.93,3
1871,L,Device_1871,254.67,3
1872,L,Device_1872,190.31,2
1873,L,Device_1873,205.42,3
1874,L,Device_1874,159.21,1
1875,L,Device_1875,176.45,1
1876,L,Device_1876,214.2,1
1877,L,Device_1877,187.82,1
1878,L,Device_1878,259.95,3
1879,S,Device_1879,1484.39,0
1880,L,Device_1880,165.35,2
1881,,Device_1881,100,3
1882,L,Device_1882,203.0,1
1883,L,,100,3
1884,S,Device_1884,1365.45,0
1885,L,Device_1885,185.26,1
1886,L,Device_1886,137.59,3
1887,L,Device_1887,204.69,1
1888,L,Device_1888,137.47,3
1889,L,Device_1889,238.19,3
1890,L,Device_1890,290.17,1
1891,L,Device_1891,231.39,2
1892,L,Device_1892,215.96,1
1893,L,Device_1893,175.05,1
1894,L,Device_1894,244.57,1
1895,L,Device_1895,312.14,2
1896,L,Device_1896,185.9,1
1897,L,Device_1897,255.47,3
1898,L,Device_1898,129.42,3
1899,L,Device_1899,159.66,1
1900,L,Device_1900,118.87,1
1901,L,Device_1901,272.6,1
1902,L,Device_1902,186.29,3
1903,L,Device_1903,210.49,3
1904,L,Device_1904,211.05,1
1905,L,Device_1905,220.37,1
1906,L,Device_1906,160.5,3
1907,L,Device_1907,247.5,1
1908,L,Device_1908,252.77,1
1909,L,Device_1909,171.15,1
1910,L,Device_1910,268.42,1
1911,L,Device_1911,196.18,1
1912,L,Device_1912,295.76,3
1913,L,Device_1913,351.3,1
1914,L,Device_1914,257.54,3
1915,L,Device_1915,297.6,1
1916,L,Device_1916,178.34,3
1917,L,Device_1917,252.75,2
1918,L,Device_1918,118.94,2
1919,L,Device_1919,196.45,1
1920,L,Device_1920,263.56,3
1921,L,Device_1921,286.73,1
1922,L,Device_1922,195.9,3
1923,L,Device_1923,179.98,2
1924,,Device_1924,100,3
1925,L,Device_1925,219.4,1
1926,L,Device_1926,215.79,1
1927,L,Device_1927,118.9,3
1928,L,Device_1928,217.44,1
1929,L,Device_1929,262.18,3
1930,L,Device_1930,244.48,1
1931,L,Device_1931,173.61,1
1932,L,Device_1932,187.55,1
1933,S,Device_1933,1392.58,0
1934,L,Device_1934,220.47,3
1935,L,Device_1935,246.34,3
1936,L,Device_1936,289.12,2
1937,S,Device_1937,1235.16,0
1938,L,Device_1938,102.29,2
1939,L,Device_1939,168.42,1
1940,L,Device_1940,134.1,1
1941,L,Device_1941,187.17,2
1942,L,Device_1942,158.33,1
1943,L,Device_1943,191.9,2
1944,L,Device_1944,198.06,1
1945,L,Device_1945,153.94,3
1946,L,Device_1946,214.12,3
1947,L,Device_1947,119.96,1
1948,L,Device_1948,43.04,1
1949,L,Device_1949,267.43,3
1950,L,Device_1950,229.44,1
1951,L,Device_1951,169.73,2
1952,L,Device_1952,179.4,1
1953,L,Device_1953,143.2,1
1954,L,Device_1954,191.86,1
1955,L,Device_1955,201.48,1
1956,L,Device_1956,161.81,1
1957,L,Device_1957,61.23,1
1958,L,Device_1958,229.88,1
1959,L,Device_1959,264.4,1
1960,L,Device_1960,182.93,1
1961,L,Device_1961,252.36,1
1962,L,Device_1962,204.86,2
1963,S,Device_1963,1029.76,0
1964,L,Device_1964,225.28,1
1965,L,Device_1965,187.01,2
1966,L,Device_1966,229.86,2
1967,L,Device_1967,308.08,1
1968,L,Device_1968,152.35,1
1969,L,Device_1969,140.64,3
1970,L,Device_1970,174.5,1
1971,L,Device_1971,189.88,3
1972,L,Device_1972,200.84,3
1973,L,Device_1973,152.66,3
1974,L,Device_1974,209.3,1
1975,L,Device_1975,,3
1976,L,Device_1976,214.65,1
1977,L,Device_1977,195.86,3
1978,L,Device_1978,72.41,1
1979,L,Device_1979,212.11,3
1980,L,Device_1980,166.41,1
1981,L,Device_1981,200.32,1
1982,L,Device_1982,140.26,1
1983,L,Device_1983,182.88,1
1984,L,Device_1984,180.38,3
1985,L,Device_1985,193.1,1
1986,L,Device_1986,257.42,1
1987,L,Device_1987,225.8,1
1988,L,Device_1988,209.35,3
1989,L,Device_1989,280.18,1
1990,L,Device_1990,238.41,3
1991,S,Device_1991,1358.62,0
1992,L,Device_1992,218.05,2
1993,L,Device_1993,186.53,1
1994,L,Device_1994,281.16,3
1995,L,Device_1995,151.76,3
1996,L,Device_1996,163.82,3
1997,L,Device_1997,142.47,1
1998,L,Device_1998,255.38,1
1999,L,Device_1999,157.64,1
2000,L,Device_2000,164.83,1
2001,L,Device_2001,285.25,1
2002,L,Device_2002,208.39,3
2003,S,Device_2003,1172.59,0
2004,L,Device_2004,149.07,1
2005,L,Device_2005,163.94,3
2006,L,Device_2006,240.87,1
2007,L,Device_2007,77.87,3
2008,L,Device_2008,233.41,3
2009,L,Device_2009,146.22,3
2010,L,Device_2010,199.19,3
2011,L,Device_2011,181.36,2
2012,L,Device_2012,216.52,1
2013,S,Device_2013,1843.43,0
2014,L,Device_2014,178.33,3
2015,L,Device_2015,269.15,1
2016,L,Device_2016,204.95,1
2017,L,Device_2017,163.7,1
2018,L,Device_2018,281.96,1
2019,L,Device_2019,217.06,1
2020,L,Device_2020,292.74,3
2021,L,Device_2021,208.48,3
2022,L,Device_2022,190.45,1
2023,L,Device_2023,252.63,1
2024,L,Device_2024,143.22,2
2025,L,Device_2025,149.04,2
2026,L,Device_2026,121.84,3
2027,L,,100,3
2028,L,Device_2028,190.19,3
2029,L,Device_2029,159.44,1
2030,L,Device_2030,118.75,1
2031,L,Device_2031,229.28,1
2032,L,Device_2032,209.39,1
2033,L,Device_2033,226.67,3
2034,L,Device_2034,96.84,1
2035,L,Device_2035,116.04,2
2036,L,Device_2036,232.43,1
2037,L,Device_2037,229.65,1
2038,L,Device_2038,188.38,2
2039,L,Device_2039,268.25,3
2040,L,Device_2040,240.3,3
2041,L,Device_2041,280.22,1
2042,L,Device_2042,245.66,2
2043,L,Device_2043,236.84,1
2044,L,Device_2044,221.0,1
2045,L,Device_2045,212.81,3
2046,L,Device_2046,257.49,3
2047,L,Device_2047,150.9,3
2048,L,Device_2048,164.87,3
2049,S,Device_2049,1650.2,0
2050,L,Device_2050,116.16,1
2051,L,Device_2051,159.76,1
2052,L,Device_2052,223.97,3
2053,L,Device_2053,118.49,1
2054,L,Device_2054,203.58,1
2055,L,Device_2055,185.24,1
2056,L,Device_2056,207.27,3
2057,L,Device_2057,160.96,2
2058,L,Device_2058,152.49,3
2059,L,Device_2059,242.86,1
2060,L,Device_2060,227.5,3
2061,L,Device_2061,203.34,1
2062,L,Device_2062,154.92,3
2063,L,Device_2063,209.89,3
2064,L,Device_2064,193.06,3
2065,L,Device_2065,133.57,3
2066,L,Device_2066,198.07,3
2067,L,Device_2067,233.87,2
2068,L,Device_2068,227.68,1
2069,L,Device_2069,181.46,1
2070,L,Device_2070,157.17,2
2071,L,Device_2071,74.63,2
2072,L,Device_2072,163.17,3
2073,L,Device_2073,188.1,1
2074,L,Device_2074,165.74,1
2075,L,Device_2075,241.56,3
2076,L,Device_2076,219.0,3
2077,L,Device_2077,226.01,1
2078,S,Device_2078,1416.49,0
2079,L,Device_2079,174.88,2
2080,L,Device_2080,269.25,1
2081,L,Device_2081,192.02,3
2082,L,Device_2082,246.22,1
2083,L,Device_2083,270.55,1
2084,L,Device_2084,206.05,3
2085,L,Device_2085,216.28,1
2086,L,Device_2086,325.05,3
2087,L,Device_2087,229.41,1
2088,L,Device_2088,249.22,1
2089,L,Device_2089,131.78,2
2090,L,Device_2090,220.33,1
2091,L,Device_2091,186.37,1
2092,L,Device_2092,177.27,1
2093,L,Device_2093,245.83,1
2094,L,Device_2094,200.65,2
2095,L,Device_2095,99.69,1
2096,L,Device_2096,227.24,3
2097,L,Device_2097,348.45,3
2098,L,Device_2098,252.12,2
2099,L,Device_2099,126.72,3
2100,L,Device_2100,186.02,1
2101,L,Device_2101,100,
2102,L,Device_2102,130.74,1
2103,L,Device_2103,112.94,1
2104,L,Device_2104,253.81,3
2105,L,Device_2105,256.42,3
2106,L,Device_2106,153.83,3
2107,L,Device_2107,241.49,2
2108,L,Device_2108,148.34,1
2109,L,Device_2109,282.36,3
2110,L,Device_2110,238.93,2
2111,L,Device_2111,140.17,1
2112,L,Device_2112,233.95,1
2113,,Device_2113,100,3
2114,L,Device_2114,265.92,1
2115,L,,100,3
2116,L,Device_2116,139.86,1
2117,L,Device_2117,221.3,3
2118,L,Device_2118,213.99,1
2119,L,Device_2119,222.96,1
2120,L,Device_2120,262.2,1
2121,S,Device_2121,1628.53,0
2122,L,Device_2122,156.31,1
2123,L,Device_2123,268.74,1
2124,L,Device_2124,294.06,1
2125,L,Device_2125,131.81,1
2126,L,Device_2126,128.19,3
2127,L,Device_2127,136.4,2
2128,L,Device_2128,147.4,3
2129,L,Device_2129,203.19,3
2130,L,Device_2130,193.48,1
2131,L,Device_2131,167.81,3
2132,L,Device_2132,218.29,1
2133,L,Device_2133,263.09,1
2134,L,Device_2134,180.44,1
2135,L,Device_2135,250.91,1
2136,L,Device_2136,183.67,1
2137,S,Device_2137,1041.98,0
2138,L,Device_2138,147.21,3
2139,L,Device_2139,221.02,1
2140,L,Device_2140,252.83,3
2141,L,Device_2141,193.92,1
2142,L,Device_2142,163.95,1
2143,L,Device_2143,114.16,1
2144,L,Device_2144,314.45,3
2145,L,Device_2145,168.06,2
2146,L,Device_2146,189.04,2
2147,L,Device_2147,193.02,3
2148,L,Device_2148,225.66,1
2149,L,Device_2149,151.13,1
2150,L,Device_2150,250.3,2
2151,L,Device_2151,,3
2152,L,Device_2152,203.04,1
2153,L,Device_2153,150.61,1
2154,L,Device_2154,234.77,1
2155,L,Device_2155,222.05,3
2156,L,Device_2156,165.49,1
2157,S,Device_2157,1259.73,0
2158,L,Device_2158,226.25,2
2159,L,Device_2159,176.37,1
2160,L,Device_2160,212.71,2
2161,L,Device_2161,156.93,1
2162,L,Device_2162,165.34,1
2163,L,Device_2163,122.56,3
2164,L,Device_2164,272.39,1
2165,L,Device_2165,169.85,1
2166,L,Device_2166,165.62,3
2167,L,Device_2167,198.7,3
2168,L,Device_2168,250.95,3
2169,L,Device_2169,218.46,1
2170,S,Device_2170,1539.45,0
2171,L,Device_2171,146.47,3
2172,L,Device_2172,194.65,3
2173,S,Device_2173,1362.96,0
2174,L,Device_2174,113.63,3
2175,L,Device_2175,303.26,1
2176,L,Device_2176,137.76,1
2177,L,Device_2177,281.59,1
2178,L,Device_2178,231.86,1
2179,L,Device_2179,140.63,3
2180,L,Device_2180,169.1,1
2181,L,Device_2181,250.4,3
2182,L,Device_2182,225.69,3
2183,L,Device_2183,176.35,1
2184,L,Device_2184,172.42,3
2185,L,Device_2185,87.48,3
2186,L,Device_2186,231.42,1
2187,L,Device_2187,191.45,3
2188,L,Device_2188,256.41,3
2189,L,Device_2189,190.14,2
2190,L,Device_2190,228.61,1
2191,L,Device_2191,201.9,1
2192,L,Device_2192,162.97,2
2193,L,Device_2193,141.03,3
2194,L,Device_2194,260.59,2
2195,L,Device_2195,175.96,1
2196,L,Device_2196,196.15,2
2197,L,Device_2197,272.52,1
2198,L,Device_2198,82.97,3
2199,L,Device_2199,136.46,1
2200,L,Device_2200,179.97,1
2201,L,Device_2201,250.7,1
2202,L,Device_2202,232.87,1
2203,L,Device_2203,222.18,2
2204,L,Device_2204,250.99,3
2205,L,Device_2205,76.19,3
2206,L,Device_2206,202.0,1
2207,L,Device_2207,163.94,1
2208,L,Device_2208,212.81,3
2209,L,Device_2209,296.49,1
2210,L,Device_2210,157.61,2
2211,L,Device_2211,232.72,3
2212,L,Device_2212,183.69,1
2213,L,Device_2213,272.98,3
2214,L,Device_2214,158.47,1
2215,L,Device_2215,210.81,1
2216,L,Device_2216,285.17,1
2217,L,Device_2217,125.37,3
2218,L,Device_2218,235.63,3
2219,L,Device_2219,218.9,1
2220,S,Device_2220,1168.64,0
2221,L,Device_2221,181.39,3
2222,L,Device_2222,123.07,2
2223,L,Device_2223,224.62,1
2224,L,Device_2224,193.55,2
2225,L,Device_2225,167.09,1
2226,,Device_2226,100,3
2227,L,Device_2227,178.11,1
2228,L,Device_2228,245.29,3
2229,L,Device_2229,220.37,3
2230,L,Device_2230,233.18,1
2231,L,Device_2231,211.41,1
2232,L,Device_2232,284.39,1
2233,L,Device_2233,95.2,1
2234,L,Device_2234,135.56,3
2235,L,Device_2235,179.28,1
2236,L,Device_2236,62.38,1
2237,L,Device_2237,234.75,3
2238,L,Device_2238,205.85,2
2239,L,Device_2239,225.84,2
2240,L,Device_2240,143.28,2
2241,L,Device_2241,212.59,1
2242,L,Device_2242,150.84,3
2243,L,Device_2243,245.45,1
2244,L,Device_2244,171.78,3
2245,L,Device_2245,236.51,3
2246,L,Device_2246,196.25,1
2247,L,Device_2247,160.22,1
2248,L,Device_2248,203.88,3
2249,L,Device_2249,121.61,1
2250,L,Device_2250,206.97,2
2251,L,Device_2251,245.59,1
2252,L,Device_2252,221.6,1
2253,L,Device_2253,169.38,3
2254,L,Device_2254,187.92,1
2255,L,Device_2255,235.14,1
2256,L,Device_2256,227.77,1
2257,L,Device_2257,233.55,1
2258,L,Device_2258,167.47,1
2259,L,Device_2259,198.79,3
2260,L,Device_2260,248.01,3
2261,L,Device_2261,182.8,3
2262,L,Device_2262,260.34,3
2263,L,Device_2263,92.05,3
2264,L,Device_2264,152.41,2
2265,L,Device_2265,183.9,1
2266,L,Device_2266,222.51,2
2267,L,Device_2267,245.22,1
2268,L,Device_2268,213.15,2
2269,L,Device_2269,146.81,3
2270,L,Device_2270,188.22,3
2271,L,Device_2271,106.64,3
2272,L,Device_2272,289.24,1
2273,L,Device_2273,157.88,3
2274,L,Device_2274,100,
2275,L,Device_2275,178.95,2
2276,L,Device_2276,153.84,1
2277,L,Device_2277,154.21,1
2278,L,Device_2278,209.0,1
2279,L,Device_2279,236.16,1
2280,L,Device_2280,101.01,3
2281,L,Device_2281,121.7,1
2282,L,Device_2282,180.18,3
2283,L,Device_2283,201.2,3
2284,L,Device_2284,187.28,1
2285,L,Device_2285,175.65,1
2286,L,Device_2286,182.18,3
2287,L,Device_2287,150.79,3
2288,L,Device_2288,191.52,1
2289,L,Device_2289,184.53,3
2290,L,Device_2290,173.98,1
2291,L,Device_2291,233.51,1
2292,L,Device_2292,207.41,3
2293,L,Device_2293,169.52,3
2294,L,Device_2294,205.87,3
2295,L,Device_2295,223.15,3
2296,L,Device_2296,238.04,2
2297,L,Device_2297,180.65,1
2298,S,Device_2298,1195.68,0
2299,L,Device_2299,200.82,1
2300,L,Device_2300,152.53,3
2301,L,Device_2301,238.65,3
2302,L,Device_2302,170.34,3
2303,L,Device_2303,264.83,3
2304,L,Device_2304,254.05,3
2305,L,Device_2305,197.62,3
2306,L,Device_2306,151.29,1
2307,L,Device_2307,113.66,3
2308,L,Device_2308,92.82,2
2309,L,Device_2309,268.3,1
2310,L,Device_2310,235.69,1
2311,S,Device_2311,1630.34,0
2312,L,Device_2312,201.96,3
2313,L,Device_2313,241.37,3
2314,L,Device_2314,209.5,1
2315,L,Device_2315,213.7,1
2316,L,Device_2316,253.1,1
2317,L,Device_2317,232.14,1
2318,L,Device_2318,275.53,1
2319,L,Device_2319,153.37,3
2320,L,Device_2320,172.35,1
2321,L,Device_2321,184.31,3
2322,L,Device_2322,214.57,1
2323,L,Device_2323,240.48,1
2324,L,Device_2324,159.79,3
2325,L,Device_2325,243.88,1
2326,L,Device_2326,303.86,1
2327,L,Device_2327,245.25,3
2328,L,Device_2328,217.4,2
2329,L,Device_2329,213.09,1
2330,L,Device_2330,245.15,1
2331,L,Device_2331,193.37,2
2332,L,Device_2332,238.29,3
2333,L,Device_2333,175.8,1
2334,L,Device_2334,257.39,2
2335,S,Device_2335,1334.96,0
2336,L,Device_2336,94.65,1
2337,L,Device_2337,211.64,1
2338,L,Device_2338,225.13,2
2339,L,Device_2339,183.27,3
2340,L,Device_2340,172.43,3
2341,S,Device_2341,1504.69,0
2342,L,Device_2342,197.76,3
2343,L,Device_2343,259.3,3
2344,L,Device_2344,200.79,1
2345,L,Device_2345,205.47,3
2346,L,Device_2346,176.08,1
2347,L,Device_2347,209.7,2
2348,L,Device_2348,214.27,2
2349,L,Device_2349,173.78,1
2350,L,Device_2350,266.41,1
2351,L,Device_2351,272.31,3
2352,L,Device_2352,214.66,1
2353,L,Device_2353,335.58,1
2354,L,Device_2354,232.7,1
2355,L,Device_2355,106.51,1
2356,L,Device_2356,255.92,2
2357,,Device_2357,100,3
2358,L,Device_2358,223.37,1
2359,L,Device_2359,156.45,3
2360,L,Device_2360,240.24,1
2361,L,Device_2361,211.92,1
2362,L,Device_2362,204.99,1
2363,L,Device_2363,204.98,3
2364,L,Device_2364,,3
2365,L,Device_2365,260.64,2
2366,L,Device_2366,298.52,3
2367,L,Device_2367,205.55,1
2368,L,Device_2368,190.31,2
2369,L,Device_2369,274.08,3
2370,L,Device_2370,256.49,3
2371,L,Device_2371,193.19,1
2372,L,Device_2372,87.71,1
2373,L,Device_2373,248.09,3
2374,L,Device_2374,182.77,3
2375,L,Device_2375,130.74,1
2376,L,Device_2376,252.54,2
2377,L,Device_2377,126.15,3
2378,L,Device_2378,301.97,2
2379,L,Device_2379,200.67,2
2380,L,Device_2380,189.83,2
2381,L,Device_2381,145.31,3
2382,L,Device_2382,148.81,2
2383,L,Device_2383,281.37,1
2384,L,Device_2384,172.81,1
2385,L,Device_2385,190.55,1
2386,L,Device_2386,238.98,3
2387,S,Device_2387,1618.83,0
2388,L,Device_2388,246.32,3
2389,L,Device_2389,143.52,1
2390,L,Device_2390,264.52,1
2391,L,Device_2391,240.85,2
2392,L,Device_2392,220.99,3
2393,L,Device_2393,137.38,1
2394,L,Device_2394,220.76,1
2395,L,Device_2395,171.52,1
2396,L,Device_2396,211.47,1
2397,L,Device_2397,126.73,2
2398,L,Device_2398,170.14,1
2399,S,Device_2399,1699.24,0
2400,L,Device_2400,141.2,1
2401,L,Device_2401,165.09,3
2402,L,Device_2402,170.2,1
2403,L,Device_2403,158.69,3
2404,L,Device_2404,275.05,1
2405,L,Device_2405,194.3,2
2406,L,Device_2406,132.57,1
2407,L,Device_2407,162.15,1
2408,L,Device_2408,179.75,1
2409,L,Device_2409,247.89,1
2410,L,Device_2410,166.79,2
2411,L,Device_2411,165.93,3
2412,L,Device_2412,213.01,3
2413,L,Device_2413,109.34,1
2414,L,Device_2414,178.54,1
2415,L,Device_2415,194.42,1
2416,L,Device_2416,181.69,1
2417,L,Device_2417,182.68,2
2418,L,Device_2418,252.69,1
2419,L,Device_2419,200.57,3
2420,L,Device_2420,231.81,1
2421,S,Device_2421,1476.41,0
2422,L,Device_2422,164.94,1
2423,L,Device_2423,174.2,3
2424,L,Device_2424,246.23,1
2425,L,Device_2425,199.86,2
2426,L,Device_2426,234.52,3
2427,L,Device_2427,231.75,3
2428,L,Device_2428,182.39,3
2429,L,Device_2429,171.26,3
2430,L,Device_2430,152.55,1
2431,L,Device_2431,152.43,1
2432,L,Device_2432,138.09,1
2433,L,Device_2433,277.55,2
2434,L,Device_2434,124.02,1
2435,L,Device_2435,152.64,2
2436,L,Device_2436,237.89,1
2437,L,Device_2437,179.77,3
2438,L,Device_2438,196.01,1
2439,L,Device_2439,259.99,3
2440,L,Device_2440,271.23,1
2441,L,Device_2441,209.34,1
2442,L,Device_2442,170.54,1
2443,L,Device_2443,208.12,2
2444,L,Device_2444,300.84,3
2445,L,Device_2445,252.56,1
2446,L,Device_2446,134.79,3
2447,L,Device_2447,226.24,3
2448,L,Device_2448,156.66,3
2449,L,Device_2449,181.35,1
2450,L,Device_2450,201.2,2
2451,L,Device_2451,184.41,3
2452,L,Device_2452,166.78,3
2453,L,Device_2453,225.55,3
2454,L,Device_2454,131.6,2
2455,L,Device_2455,151.91,3
2456,L,Device_2456,272.98,1
2457,S,Device_2457,1418.07,0
2458,L,Device_2458,161.63,1
2459,L,Device_2459,224.25,3
2460,L,Device_2460,113.13,3
2461,L,Device_2461,173.27,1
2462,L,Device_2462,192.62,3
2463,L,Device_2463,135.4,1
2464,L,Device_2464,133.4,3
2465,L,Device_2465,202.16,1
2466,L,Device_2466,282.48,1
2467,L,Device_2467,150.08,1
2468,L,Device_2468,198.78,1
2469,L,Device_2469,212.9,3
2470,S,Device_2470,1325.8,0
2471,L,Device_2471,219.44,1
2472,L,Device_2472,359.79,1
2473,L,Device_2473,222.76,3
2474,L,Device_2474,111.49,1
2475,L,Device_2475,155.98,1
2476,L,Device_2476,226.67,1
2477,L,Device_2477,223.88,3
2478,L,Device_2478,179.9,1
2479,L,Device_2479,190.95,1
2480,L,Device_2480,223.03,3
2481,L,Device_2481,131.47,3
2482,,Device_2482,100,3
2483,L,Device_2483,241.45,1
2484,L,Device_2484,161.25,3
2485,S,Device_2485,1750.68,0
2486,L,Device_2486,170.7,2
2487,L,Device_2487,222.06,2
2488,L,Device_2488,145.42,1
2489,L,Device_2489,74.88,1
2490,L,Device_2490,182.32,1
2491,S,Device_2491,1033.31,0
2492,L,Device_2492,102.6,1
2493,L,Device_2493,235.0,3
2494,L,Device_2494,215.88,1
2495,L,Device_2495,263.53,1
2496,L,Device_2496,148.43,1
2497,L,Device_2497,239.77,1
2498,L,Device_2498,157.74,1
2499,L,Device_2499,178.3,1
2500,L,Device_2500,236.8,1
2501,L,Device_2501,150.08,1
2502,L,Device_2502,179.77,2
2503,L,Device_2503,149.63,1
2504,S,Device_2504,1388.05,0
2505,L,Device_2505,183.53,1
2506,L,Device_2506,278.46,1
2507,S,Device_2507,1417.01,0
2508,L,Device_2508,199.58,3
2509,L,Device_2509,226.02,3
2510,L,Device_2510,292.45,1
2511,L,Device_2511,123.47,3
2512,L,Device_2512,77.51,2
2513,L,Device_2513,272.78,2
2514,L,Device_2514,204.87,1
2515,L,Device_2515,191.09,3
2516,L,Device_2516,116.65,1
2517,L,Device_2517,245.8,2
2518,L,Device_2518,189.76,3
2519,L,Device_2519,110.22,2
2520,L,Device_2520,158.82,1
2521,L,Device_2521,215.45,1
2522,L,Device_2522,231.11,3
2523,L,Device_2523,268.87,3
2524,L,Device_2524,223.94,3
2525,L,Device_2525,155.9,1
2526,L,Device_2526,173.4,1
2527,L,Device_2527,241.88,3
2528,L,Device_2528,215.98,1
2529,L,Device_2529,150.91,2
2530,L,Device_2530,226.3,1
2531,L,Device_2531,188.94,2
2532,S,Device_2532,1367.53,0
2533,L,Device_2533,219.35,3
2534,L,Device_2534,192.06,3
2535,L,Device_2535,205.78,3
2536,L,Device_2536,202.92,1
2537,S,Device_2537,1432.15,0
2538,L,Device_2538,192.37,1
2539,L,Device_2539,227.77,1
2540,L,Device_2540,112.39,3
2541,L,Device_2541,240.05,3
2542,L,Device_2542,238.08,1
2543,L,Device_2543,235.26,1
2544,L,Device_2544,165.82,1
2545,L,Device_2545,180.18,1
2546,L,Device_2546,146.0,3
2547,L,Device_2547,204.47,1
2548,L,Device_2548,214.81,1
2549,L,Device_2549,221.15,1
2550,L,Device_2550,221.12,1
2551,S,Device_2551,1318.17,0
2552,L,Device_2552,221.77,1
2553,L,Device_2553,243.75,3
2554,L,Device_2554,250.08,1
2555,L,Device_2555,134.25,1
2556,L,Device_2556,224.6,1
2557,L,Device_2557,229.7,1
2558,L,Device_2558,252.1,1
2559,L,Device_2559,213.76,1
2560,L,Device_2560,192.04,3
2561,L,Device_2561,274.86,1
2562,L,Device_2562,,3
2563,L,Device_2563,211.55,2
2564,L,Device_2564,236.77,1
2565,L,Device_2565,267.69,1
2566,L,Device_2566,215.97,2
2567,L,Device_2567,174.15,1
2568,L,Device_2568,254.14,3
2569,L,Device_2569,216.36,1
2570,L,Device_2570,177.64,1
2571,L,Device_2571,202.43,1
2572,L,Device_2572,180.46,3
2573,L,Device_2573,104.91,2
2574,L,Device_2574,311.3,3
2575,L,Device_2575,194.4,2
2576,L,Device_2576,139.23,1
2577,L,Device_2577,233.9,3
2578,L,Device_2578,240.48,1
2579,L,Device_2579,216.02,1
2580,L,Device_2580,270.27,1
2581,L,Device_2581,284.15,3
2582,L,Device_2582,148.4,1
2583,L,Device_2583,210.05,2
2584,L,Device_2584,289.75,1
2585,L,Device_2585,108.48,3
2586,L,Device_2586,204.41,1
2587,L,Device_2587,253.78,3
